,Unnamed: 0,cast,genres,movie_id,original_title,plot,poster

1232,1232,"['Rachel McAdams', 'Harrison Ford', 'Patrick Wilson']","['Comedy', 'Drama', 'Romance']",38357,morning glory,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories. ",https://m.media-amazon.com/images/M/MV5BMTAwNDMwNzk0OTdeQTJeQWpwZ15BbWU3MDkzODMwNzQ@._V1_QL75_UY300_CR1.jpg

1233,1233,"['50 Cent', 'Joy Bryant', 'Adewale Akinnuoye-Agbaje']",['Drama'],10060,get rich or die tryin',"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music. ",https://m.media-amazon.com/images/M/MV5BMTI4NTE0MTU2N15BMl5BanBnXkFtZTYwNzQ1OTc2._V1_QL75_UY300_CR1.jpg

1234,1234,"['Wesley Snipes', 'Donald Sutherland', 'Maury Chaykin']","['Crime', 'Action', 'Adventure']",11398,the art of war,"When ruthless terrorists threaten to bring down the United Nations, they frame the one man they believe can stop them: an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III. ",https://m.media-amazon.com/images/M/MV5BNzAyMjE2MDI3M15BMl5BanBnXkFtZTYwNTIwMzg2._V1_QL75_UY300_CR1.jpg

1235,1235,"['Anthony Rapp', 'Adam Pascal', 'Rosario Dawson']","['Drama', 'Romance']",1833,rent,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, AIDS, and modern day life. ",https://m.media-amazon.com/images/M/MV5BOTNmZWI2NzItNmNmMC00ZGY2LWE4ZTAtNjMxZTJiZWUwMzAyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1236,1236,"['Kim Basinger', 'Angela Bettis', 'Holliston Coleman']","['Drama', 'Horror', 'Thriller']",10391,bless the child,"When Maggie's sister Jenna saddles her with an autistic newborn named Cody she touches Maggie's heart and becomes the daughter she has always longed for. But six years later Jenna suddenly re-enters her life and, with her mysterious new husband, Eric Stark, abducts Cody. Despite the fact that Maggie has no legal rights to Cody, FBI agent John Travis, takes up her cause when he realizes that Cody shares the same birth date as several other recently missing children. ",https://m.media-amazon.com/images/M/MV5BNWUwMmRiZDktMjMzMy00ZGZhLTlmNDItN2M3Yjc3MGExNzAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1237,1237,"['Steve Martin', 'Goldie Hawn', 'John Cleese']",['Comedy'],8970,the out-of-towners,"The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview. ",https://m.media-amazon.com/images/M/MV5BMzZmNTMyZTMtNTRhMi00MTA5LWFmNDgtZjQ3MTIyMjA3ZGRlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

1238,1238,"['Marlon Brando', 'Val Kilmer', 'David Thewlis']","['Fantasy', 'Horror', 'Science Fiction']",9306,the island of dr. moreau,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA with horrific results. ,https://m.media-amazon.com/images/M/MV5BYjQxNmM5ODItMGM3Yi00N2VlLTkwNTEtNDZkNzUyYzA3MmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1239,1239,"['Catherine Deneuve', 'Mena Suvari', 'Stephen Rea']","['Action', 'Adventure', 'Drama']",11370,the musketeer,"In Peter Hyams's adaptation of the famous Alexander Dumas story The Three Musketeers, the young D'Artagnan seeks to join the legendary musketeer brigade and avenge his father's death - but he finds that the musketeers have been disbanded. ",https://m.media-amazon.com/images/M/MV5BYmFmZjI2YjMtZTFjOS00MWY3LTkwYmEtZjQ0NzAzZDVjNjEyXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UY300_CR1.jpg

1240,1240,"['Natalie Portman', 'Scarlett Johansson', 'Eric Bana']",['Drama'],12184,the other boleyn girl,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII. ",https://m.media-amazon.com/images/M/MV5BMTQ2NTg1Mjk1Ml5BMl5BanBnXkFtZTYwODI5Njk3._V1_QL75_UY300_CR1.jpg

1241,1241,"['Keanu Reeves', 'Charlize Theron', 'Jason Isaacs']","['Drama', 'Romance']",1921,sweet november,"Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever. ",https://m.media-amazon.com/images/M/MV5BMTc4NjYzNzkzNl5BMl5BanBnXkFtZTYwNjg1ODc5._V1_QL75_UY300_CR1.jpg

1242,1242,"['Hilary Swank', 'David Morrissey', 'Idris Elba']",['Horror'],1683,the reaping,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp. ",https://m.media-amazon.com/images/M/MV5BMTkwODE2NTYzMV5BMl5BanBnXkFtZTcwOTIxMjI0MQ@@._V1_QL75_UY300_CR1.jpg

1243,1243,"['Harvey Keitel', 'Robert De Niro', 'David Proval']","['Drama', 'Crime']",203,mean streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob. ",https://m.media-amazon.com/images/M/MV5BMWNmNGY3ZGMtYWQ3OC00Zjg4LWFiN2EtZjM2MDI1YzRiNjg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1244,1244,"['Danny DeVito', 'Mark Wahlberg', 'Gregory Hines']","['Comedy', 'War']",11858,renaissance man,"Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class. ",https://m.media-amazon.com/images/M/MV5BNDFhMzVhMWMtNGQ2ZS00YjlmLTg0ZGUtNDUzN2IxOThhZDViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY300_CR1.jpg

1245,1245,"['Zoe Saldana', 'Cliff Curtis', 'Callum Blue']","['Action', 'Thriller', 'Crime']",62835,colombiana,"Zoe Saldana plays a young woman who, after witnessing her parents’ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death. ",https://m.media-amazon.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_QL75_UY300_CR1.jpg

1246,1246,"['Jessalyn Gilsig', 'Cary Elwes', 'Gary Oldman']","['Fantasy', 'Animation', 'Drama']",18937,quest for camelot,"During the times of King Arthur, Kayley is a brave girl who dreams of following her late father as a Knight of the Round Table. The evil Ruber wants to invade Camelot and take the throne of King Arthur, and Kayley has to stop him. ",https://m.media-amazon.com/images/M/MV5BNmE2ZjIxOTMtMDY2Ny00MjlhLTlkZGQtMjk3YTEwOTVjMjM4XkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_QL75_UY300_CR1.jpg

1247,1247,"['Robert De Niro', 'James Franco', 'Frances McDormand']","['Crime', 'Drama', 'Mystery']",13536,city by the sea,A man struggling to come to terms with the sins of his father makes the terrible discovery that his own son has fallen into a life of crime in a drama based on a true story. Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past. ,https://m.media-amazon.com/images/M/MV5BMTIwMjc1MzI3MF5BMl5BanBnXkFtZTYwMjUwMjY3._V1_QL75_UY300_CR1.jpg

1248,1248,"['Val Kilmer', 'Mira Sorvino', 'Kelly McGillis']","['Drama', 'Romance']",15556,at first sight,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life. ,https://m.media-amazon.com/images/M/MV5BOTNmN2I0NjktZTNlMC00OGEwLTg5YjYtZDY0NDczZjk4NDM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1249,1249,"['Martin Henderson', 'Ice Cube', 'Monet Mazur']",['Action'],10718,torque,"Biker Cary Ford is framed by an old rival and biker gang leader for the murder of another gang member who happens to be the brother of Trey, leader of the most feared biker gang in the country. Ford is now on the run trying to clear his name from the murder with Trey and his gang looking for his blood. ",https://m.media-amazon.com/images/M/MV5BY2NiMDE2NzYtZmRlNS00YTZhLWI0NWItYzEzMDlkNzZkM2VmXkEyXkFqcGdeQXVyNDI3NjU1NzQ@._V1_QL75_UY300_CR1.jpg

1250,1250,"['Al Pacino', 'John Cusack', 'Bridget Fonda']","['Drama', 'Thriller']",11062,city hall,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences. ",https://m.media-amazon.com/images/M/MV5BZmMxMGEwNDAtZGVjYS00NWIyLWI4NGQtZGYzMjA0YzIzZGM4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UY300_CR1.jpg

1251,1251,"['Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon']",['Drama'],10802,showgirls,A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl. ,https://m.media-amazon.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@._V1_QL75_UY300_CR1.jpg

1252,1252,"['Kirsten Dunst', 'Jason Schwartzman', 'Judy Davis']","['Drama', 'History']",1887,marie antoinette,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles. ",https://m.media-amazon.com/images/M/MV5BNzVjYmI5MTEtZDc4NS00NzI3LWJjMzItYjA1MzliM2I2OGFlXkEyXkFqcGdeQXVyMTI3MzI4MzM3._V1_QL75_UY300_CR1.jpg

1253,1253,"['David Caruso', 'Samuel L. Jackson', 'Nicolas Cage']","['Action', 'Crime', 'Drama']",6071,kiss of death,"Jimmy Kilmartin is an ex-con living in Astoria in the New York City borough of Queens, trying to stay clean and raising a family with his wife Bev. But when his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, a police officer named Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named Little Junior Brown.  Jimmy remarries and attempts to renew a relationship with his child. But he is sent undercover by Detective Hart to work with Junior and infiltrate his operations. As soon as Little Junior kills an undercover federal agent with Jimmy watching, the unscrupulous district attorney and the feds further complicate his life. He must take down Junior or face the consequences. ",https://m.media-amazon.com/images/M/MV5BZWZkOTI2MTktZTQ5ZC00ZWFhLWE4ODItYjFlZWJkODZiY2M5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UY300_CR1.jpg

1254,1254,"['Sylvester Stallone', 'Miranda Richardson', 'Rachael Leigh Cook']","['Action', 'Drama', 'Thriller']",10461,get carter,"Remake of the Michael Caine classic. Jack Carter, a mob enforcer living in Las Vegas, travels back to his hometown of Seattle for his brother's funeral. During this visit, Carter realizes that the death of his brother was not accidental, but a murder. With this knowledge, Carter sets out to kill all those responsible. ",https://m.media-amazon.com/images/M/MV5BY2JiOTJhODQtNjhlOS00MDUyLWI0YzktY2M0ODkyYWUwOTMyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY300_CR1.jpg

1255,1255,"['Naomi Watts', 'Ewan McGregor', 'Tom Holland']","['Thriller', 'Drama']",80278,lo imposible,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror. ",https://m.media-amazon.com/images/M/MV5BMWFjZDVjYjMtZWIyMS00MTkwLWI1OWMtMzNmZjgzMGVlODM4XkEyXkFqcGdeQXVyNzYxNjU1ODQ@._V1_QL75_UY300_CR1.jpg

1256,1256,"['Warren Beatty', 'Dustin Hoffman', 'Isabelle Adjani']","['Action', 'Adventure', 'Comedy']",12704,ishtar,"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the CIA, the Emir of Ishtar, and the rebels trying to overthrow his regime ",https://m.media-amazon.com/images/M/MV5BZjZmMzc0NmEtZTEwZi00ZWQyLWEwZjItNWJjMDZlODAxNjIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY300_CR1.jpg

1257,1257,"['George Clooney', 'Meryl Streep', 'Jason Schwartzman']","['Adventure', 'Animation', 'Comedy']",10315,fantastic mr. fox,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family. ",https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY300_CR1.jpg

1258,1258,"['Angelina Jolie', 'Edward Burns', 'Tony Shalhoub']","['Comedy', 'Drama', 'Romance']",16643,life or something like it,"A reporter Lanie Kerrigan interviews a psychic homeless man for a fluff piece about a football game's score. Instead he tells her that her life has no meaning and is going to end in just a few days, which sparks her to action, trying to change the pattern of her life... ",https://m.media-amazon.com/images/M/MV5BMTI3NjY5NTU3NV5BMl5BanBnXkFtZTYwMTcwNDU3._V1_QL75_UY300_CR1.jpg

1259,1259,"['Chevy Chase', 'Daryl Hannah', 'Sam Neill']","['Comedy', 'Fantasy', 'Science Fiction']",2687,memoirs of an invisible man,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life. ",https://m.media-amazon.com/images/M/MV5BMjRjODQzNGYtMzZhNC00MWY4LWJhODctOTY2NDdmYmNlZmFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY300_CR1.jpg

1260,1260,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus']","['Comedy', 'Romance']",194,le fabuleux destin d'amélie poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story? ",https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY300_CR1.jpg

1261,1261,"['Ashley Olsen', 'Mary-Kate Olsen', 'Eugene Levy']",['Comedy'],11025,new york minute,"Top student Jane Ryan heads to Manhattan for a college-scholarship competition. Her rebellious twin Roxy Ryan goes along to crash a video shoot. But anything can happen - and does - in a romp involving a pursuing truant officer, a smuggler, hunkalicious guys and the girls' realization that when the chips are down, a sister can be the best friend of all. ",https://m.media-amazon.com/images/M/MV5BMTI2Mjc0OTc0MV5BMl5BanBnXkFtZTcwMjM4MzUyMQ@@._V1_QL75_UY300_CR1.jpg

1262,1262,"['Jude Law', 'Marisa Tomei', 'Omar Epps']",['Comedy'],8849,alfie,"In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences of his act forces Alfie to reflect over his lifestyle. ",https://m.media-amazon.com/images/M/MV5BZDE2YzIyMGMtYTE0ZS00MGYyLTg0NmYtNjc3Yjk3NTFjNWU4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY300_CR1.jpg

1263,1263,"['Drew Barrymore', 'John Krasinski', 'Kristen Bell']","['Adventure', 'Drama', 'Romance']",78698,big miracle,"Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‘Big Miracle’ is adapted from the nonfiction book ‘Freeing the Whales: How the Media Created the World’s Greatest Non-Event’ by Tom Rose. ",https://m.media-amazon.com/images/M/MV5BMjEzNTg5MjA5NV5BMl5BanBnXkFtZTcwNjk0MTk5Ng@@._V1_QL75_UY300_CR1.jpg

1264,1264,"['Michelle Pfeiffer', 'Treat Williams', 'Whoopi Goldberg']","['Drama', 'Mystery']",30943,the deep end of the ocean,"Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3-year-old son disappears during her high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated. Based on Jacquelyn Mitchard's best-selling novel (an Oprah book club selection), the movie effectively presents the troubling dynamics that exist between family members who've suffered such an unsettling loss. ",https://m.media-amazon.com/images/M/MV5BODVhNDEyYzktMmU2Ni00NzlkLTg0NWQtYmEzYTg4MDliOWQ3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

1265,1265,"['Stephen Dorff', 'Natascha McElhone', 'Stephen Rea']","['Horror', 'Thriller']",9544,feardotcom,"With four corpses on his hands, New York City gumshoe Mike Reilly (Stephen Dorff) teams with Department of Health worker Terry Huston (Natascha McElhone) to track down a homicidal sadist who telecasts shocking acts of torture on the Internet. But they have their work cut out: It seems the victims' only link is that they all went toes up 48 hours after logging on a site known as feardotcom.com. Stephen Rea also stars in this gruesome thriller. ",https://m.media-amazon.com/images/M/MV5BMjEyOTkwNzI4OV5BMl5BanBnXkFtZTYwNzk0MDg5._V1_QL75_UY300_CR1.jpg

1266,1266,"['John C. Reilly', 'Josh Hutcherson', 'Chris Massoglia']","['Adventure', 'Fantasy', 'Action']",24418,cirque du freak: the vampire's assistant,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady ",https://m.media-amazon.com/images/M/MV5BMTI1NDA1MTMwNl5BMl5BanBnXkFtZTcwNTg0MDE4Mg@@._V1_QL75_UY300_CR1.jpg

1267,1267,"['Ben Stiller', 'Drew Barrymore', 'Eileen Essell']","['Action', 'Comedy', 'Thriller']",7288,duplex,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through! ",https://m.media-amazon.com/images/M/MV5BODAzNmI0MTYtMzZlNi00Yjk5LThhMjItOTFkMDRhNjdhYjUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1268,1268,"['Samuel L. Jackson', 'Bernie Mac', 'Sharon Leal']","['Comedy', 'Music']",14655,soul men,"Two former backup soul singers, Louis and Floyd, have not spoken to each other in 20 years, and reluctantly agree to travel across the country together to a reunion concert to honor their recently-deceased lead singer. Cleo, a beautiful young woman who is believed to be Floyd's daughter, accompanies them as a new singer. ",https://m.media-amazon.com/images/M/MV5BMTgxNjM4NDM4OF5BMl5BanBnXkFtZTcwNDk0NTM5MQ@@._V1_QL75_UY300_CR1.jpg

1269,1269,"['M. Emmet Walsh', 'Richard Jordan', 'David Selby']","['Action', 'Drama', 'Thriller']",24575,raise the titanic,"To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the Titanic. ",https://m.media-amazon.com/images/M/MV5BNTQyZGI0NDgtYTM0ZC00NTdkLTk2OTItYTgwYmYwNjZlNDRlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY300_CR1.jpg

1270,1270,"['Jean-Claude Van Damme', 'Kiana Tom', 'Bill Goldberg']","['Action', 'Science Fiction']",10366,universal soldier: the return,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth (Michael Jai White), the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil. ",https://m.media-amazon.com/images/M/MV5BNWI0NTc4YWYtZDYzYy00NGUyLWI0ODMtMGIxOWQxY2RlZDQ5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

1271,1271,"['Ben Foster', 'Dennis Quaid', 'Cam Gigandet']","['Action', 'Horror', 'Mystery']",19898,pandorum,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined. ",https://m.media-amazon.com/images/M/MV5BZDAzY2JkNzQtODljYS00YjIxLWIyZGMtNTUyMzg3NzNiNjc4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_QL75_UY300_CR1.jpg

1272,1272,"['Gary Sinise', 'Madeleine Stowe', 'Mekhi Phifer']","['Action', 'Science Fiction', 'Thriller']",4965,impostor,"Gary Sinise plays Spencer Olham, a top-secret government weapons designer who is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth. ",https://m.media-amazon.com/images/M/MV5BZmUyOGI5YjYtN2IzNC00MTQzLWJhZjYtZDI1YmI3N2VjNGJlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY300_CR1.jpg

1273,1273,"['Devon Sawa', 'Bridgette Wilson', 'Rufus Sewell']","['Action', 'Adventure', 'Drama']",15074,extreme ops,"While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists. ",https://m.media-amazon.com/images/M/MV5BZjgwYTFlNDMtMDNlNi00OWFiLTk0YjMtYzMxMzdmNjI3ZDEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

1274,1274,"['Jean Reno', 'Christina Applegate', 'Christian Clavier']","['Comedy', 'Fantasy', 'Science Fiction']",56715,just visiting,"A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard. ",https://m.media-amazon.com/images/M/MV5BMTMxNTA4MTUzNl5BMl5BanBnXkFtZTYwODczODk2._V1_QL75_UY300_CR1.jpg

1275,1275,"['Cillian Murphy', 'Rose Byrne', 'Chris Evans']","['Science Fiction', 'Thriller']",1272,sunshine,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope. ",https://m.media-amazon.com/images/M/MV5BMDliNGY4ZGQtMjU5MS00ODhjLWExMDEtNzI1NmIwZDkzZWQwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY300_CR1.jpg

1276,1276,"['Eddie Murphy', 'Allison Janney', 'Cliff Curtis']","['Drama', 'Comedy']",72358,a thousand words,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja (Cliff Curtis) for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner. ",https://m.media-amazon.com/images/M/MV5BMTAzODAwODkwMjBeQTJeQWpwZ15BbWU3MDI4MDE3NDc@._V1_QL75_UY300_CR1.jpg

1277,1277,"['Freddie Prinze Jr.', 'Jennifer Love Hewitt', 'Val Kilmer']","['Adventure', 'Fantasy', 'Animation']",20542,delgo,"In a divided land, it takes a rebellious boy and his clandestine love for a Princess of an opposing race to stop a war orchestrated by a power hungry villain. ",https://m.media-amazon.com/images/M/MV5BMTczNTY2NzczOF5BMl5BanBnXkFtZTcwNjI3NTkwMg@@._V1_QL75_UY300_CR1.jpg

1278,1278,"['Sean Penn', 'Jasmine Trinca', 'Javier Bardem']","['Action', 'Drama', 'Crime']",266396,the gunman,"Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa. ",https://m.media-amazon.com/images/M/MV5BMTk5NTYzMDAxOF5BMl5BanBnXkFtZTgwNjY3NzMwNDE@._V1_QL75_UY300_CR1.jpg

1279,1279,"['Alex Pettyfer', 'Sarah Bolger', 'Ewan McGregor']","['Adventure', 'Action', 'Family']",9978,stormbreaker,"Alex Rider thinks he is a normal school boy, until his uncle is killed. He discovers that his uncle was actually spy on a mission, when he was killed. Alex is recruited by Alan Blunt to continue the mission. He is sent to Cornwall to investigate a new computer system, which Darrius Sayle has created. He plans to give the new computer systems to every school in the country, but Mr. Blunt has other ideas and Alex must find out what it is. ",https://m.media-amazon.com/images/M/MV5BMjAwODY1NzAzNF5BMl5BanBnXkFtZTYwODUxNDc3._V1_QL75_UY300_CR1.jpg

1280,1280,"['Shia LaBeouf', 'Sarah Roemer', 'Carrie-Anne Moss']","['Thriller', 'Drama', 'Mystery']",8271,disturbia,"Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner. ",https://m.media-amazon.com/images/M/MV5BMTMyNTIxOTQ3M15BMl5BanBnXkFtZTcwMjU2NzAzMw@@._V1_QL75_UY300_CR1.jpg

1281,1281,"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford']","['Action', 'Crime', 'Thriller']",10428,hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus. ",https://m.media-amazon.com/images/M/MV5BNmExMTkyYjItZTg0YS00NWYzLTkwMjItZWJiOWQ2M2ZkYjE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1282,1282,"['Richard Gere', 'Terrence Howard', 'James Brolin']","['Action', 'Adventure', 'Thriller']",5353,the hunting party,"An emerging journalist (Jesse Eisenberg), an experienced cameraman (Terrence Howard), and a discredited reporter (Richard Gere) find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad in a light-hearted thriller inspired by Scott Anderson's popular Esquire article. The Weinstein Company provides stateside ",https://m.media-amazon.com/images/M/MV5BNTQ0OTA5NzgxMV5BMl5BanBnXkFtZTcwODc4OTM1MQ@@._V1_QL75_UY300_CR1.jpg

1283,1283,"['Tim Robbins', 'Jennifer Jason Leigh', 'Paul Newman']","['Comedy', 'Drama']",11934,the hudsucker proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam. ,https://m.media-amazon.com/images/M/MV5BMzNkYzI4ZTYtZjJlZC00ZTVjLTk2MDYtYWMwODA0NmFiYTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY300_CR1.jpg

